user_id	userID
2	0
3	1
4	2
5	3
6	4
7	5
8	6
9	7
10	8
11	9
12	10
13	11
14	12
15	13
16	14
17	15
18	16
19	17
20	18
21	19
22	20
23	21
24	22
25	23
26	24
27	25
28	26
29	27
30	28
31	29
32	30
33	31
34	32
35	33
36	34
37	35
38	36
39	37
40	38
41	39
42	40
43	41
44	42
45	43
47	44
48	45
50	46
51	47
52	48
53	49
54	50
55	51
57	52
58	53
59	54
61	55
62	56
63	57
64	58
65	59
66	60
67	61
68	62
69	63
70	64
71	65
72	66
73	67
74	68
75	69
76	70
77	71
78	72
79	73
81	74
82	75
83	76
84	77
85	78
86	79
87	80
88	81
89	82
90	83
91	84
92	85
93	86
94	87
95	88
96	89
97	90
98	91
99	92
101	93
102	94
103	95
104	96
105	97
106	98
107	99
108	100
109	101
110	102
112	103
113	104
115	105
116	106
117	107
118	108
119	109
120	110
121	111
122	112
123	113
124	114
125	115
126	116
127	117
128	118
129	119
130	120
131	121
132	122
133	123
134	124
135	125
136	126
137	127
138	128
139	129
140	130
141	131
142	132
143	133
144	134
145	135
146	136
148	137
149	138
150	139
151	140
152	141
153	142
154	143
155	144
156	145
157	146
158	147
159	148
160	149
161	150
162	151
163	152
164	153
165	154
166	155
167	156
168	157
169	158
170	159
171	160
172	161
173	162
174	163
175	164
176	165
177	166
178	167
179	168
180	169
181	170
182	171
183	172
184	173
185	174
186	175
187	176
188	177
189	178
191	179
192	180
193	181
194	182
196	183
197	184
198	185
199	186
200	187
201	188
202	189
203	190
204	191
205	192
207	193
208	194
209	195
210	196
211	197
212	198
213	199
214	200
215	201
216	202
217	203
218	204
219	205
220	206
222	207
223	208
224	209
225	210
226	211
227	212
228	213
229	214
230	215
231	216
232	217
233	218
234	219
235	220
236	221
237	222
238	223
240	224
241	225
242	226
243	227
244	228
245	229
246	230
247	231
248	232
249	233
250	234
251	235
252	236
253	237
254	238
255	239
256	240
257	241
258	242
259	243
260	244
262	245
263	246
264	247
265	248
266	249
267	250
268	251
269	252
270	253
272	254
273	255
274	256
275	257
276	258
278	259
279	260
280	261
281	262
282	263
283	264
285	265
286	266
287	267
290	268
291	269
292	270
293	271
294	272
295	273
296	274
297	275
298	276
299	277
300	278
301	279
302	280
303	281
304	282
305	283
306	284
307	285
308	286
309	287
310	288
312	289
313	290
314	291
315	292
316	293
317	294
318	295
319	296
320	297
321	298
322	299
323	300
324	301
325	302
326	303
328	304
329	305
330	306
331	307
332	308
333	309
336	310
337	311
338	312
339	313
340	314
342	315
343	316
344	317
345	318
346	319
347	320
348	321
349	322
350	323
351	324
352	325
353	326
354	327
355	328
356	329
357	330
358	331
359	332
360	333
362	334
363	335
364	336
365	337
366	338
367	339
368	340
369	341
370	342
371	343
372	344
373	345
374	346
375	347
376	348
377	349
378	350
379	351
380	352
381	353
382	354
383	355
384	356
385	357
386	358
387	359
388	360
389	361
390	362
392	363
393	364
394	365
395	366
397	367
398	368
399	369
400	370
401	371
402	372
403	373
404	374
405	375
406	376
407	377
408	378
409	379
410	380
411	381
412	382
413	383
414	384
415	385
416	386
417	387
420	388
421	389
422	390
423	391
425	392
426	393
427	394
428	395
430	396
431	397
432	398
433	399
434	400
435	401
436	402
437	403
438	404
439	405
440	406
442	407
443	408
444	409
445	410
447	411
449	412
450	413
451	414
452	415
454	416
455	417
456	418
457	419
459	420
460	421
461	422
462	423
464	424
465	425
466	426
467	427
468	428
469	429
470	430
471	431
473	432
475	433
476	434
477	435
478	436
480	437
482	438
483	439
484	440
486	441
487	442
488	443
489	444
490	445
491	446
492	447
493	448
494	449
495	450
496	451
497	452
498	453
499	454
500	455
501	456
502	457
503	458
506	459
507	460
508	461
509	462
510	463
511	464
512	465
513	466
514	467
515	468
516	469
517	470
518	471
519	472
521	473
522	474
524	475
525	476
526	477
527	478
528	479
530	480
531	481
532	482
533	483
535	484
536	485
537	486
538	487
539	488
540	489
541	490
542	491
544	492
546	493
547	494
548	495
549	496
550	497
551	498
552	499
553	500
554	501
555	502
556	503
557	504
558	505
559	506
560	507
561	508
562	509
563	510
565	511
566	512
567	513
568	514
569	515
570	516
571	517
572	518
573	519
574	520
575	521
576	522
577	523
578	524
579	525
581	526
582	527
583	528
584	529
585	530
586	531
587	532
588	533
589	534
590	535
591	536
592	537
593	538
594	539
595	540
596	541
597	542
598	543
599	544
600	545
601	546
602	547
603	548
604	549
605	550
606	551
607	552
608	553
609	554
610	555
611	556
612	557
613	558
614	559
615	560
616	561
617	562
618	563
619	564
620	565
621	566
622	567
623	568
624	569
626	570
627	571
629	572
630	573
631	574
632	575
633	576
634	577
635	578
636	579
637	580
638	581
639	582
640	583
641	584
642	585
643	586
644	587
645	588
647	589
648	590
650	591
651	592
652	593
653	594
654	595
655	596
656	597
657	598
658	599
659	600
660	601
661	602
662	603
663	604
664	605
666	606
667	607
668	608
669	609
670	610
671	611
672	612
673	613
674	614
675	615
676	616
677	617
678	618
679	619
681	620
682	621
683	622
685	623
687	624
688	625
689	626
690	627
691	628
692	629
693	630
694	631
695	632
696	633
697	634
698	635
699	636
700	637
701	638
702	639
703	640
704	641
705	642
706	643
707	644
708	645
709	646
710	647
711	648
712	649
713	650
714	651
715	652
716	653
717	654
718	655
719	656
720	657
721	658
722	659
723	660
724	661
725	662
726	663
728	664
729	665
730	666
731	667
732	668
734	669
735	670
736	671
737	672
739	673
740	674
741	675
742	676
743	677
744	678
745	679
746	680
747	681
748	682
749	683
750	684
751	685
752	686
753	687
754	688
755	689
756	690
757	691
759	692
760	693
761	694
762	695
763	696
764	697
765	698
766	699
767	700
768	701
769	702
770	703
771	704
772	705
773	706
774	707
775	708
776	709
777	710
778	711
780	712
781	713
782	714
783	715
784	716
785	717
786	718
787	719
788	720
789	721
790	722
791	723
792	724
793	725
794	726
795	727
796	728
797	729
798	730
799	731
800	732
801	733
802	734
803	735
804	736
805	737
806	738
808	739
810	740
811	741
812	742
814	743
815	744
816	745
817	746
818	747
819	748
820	749
821	750
822	751
823	752
824	753
825	754
827	755
828	756
829	757
830	758
831	759
832	760
833	761
834	762
835	763
836	764
837	765
838	766
839	767
840	768
841	769
842	770
844	771
845	772
846	773
848	774
849	775
850	776
852	777
853	778
854	779
855	780
856	781
857	782
858	783
859	784
860	785
861	786
862	787
863	788
865	789
866	790
867	791
868	792
869	793
870	794
871	795
872	796
873	797
874	798
875	799
876	800
877	801
878	802
879	803
880	804
881	805
882	806
883	807
884	808
885	809
886	810
887	811
888	812
889	813
890	814
891	815
892	816
893	817
895	818
896	819
897	820
898	821
899	822
900	823
901	824
902	825
903	826
904	827
905	828
906	829
907	830
908	831
909	832
910	833
911	834
912	835
913	836
914	837
916	838
917	839
918	840
919	841
920	842
921	843
922	844
923	845
925	846
926	847
927	848
928	849
929	850
930	851
931	852
933	853
934	854
935	855
936	856
937	857
938	858
939	859
940	860
941	861
943	862
944	863
945	864
946	865
947	866
948	867
949	868
950	869
951	870
952	871
953	872
954	873
955	874
956	875
957	876
958	877
959	878
960	879
961	880
962	881
963	882
964	883
965	884
966	885
967	886
968	887
969	888
970	889
971	890
972	891
973	892
975	893
976	894
977	895
978	896
979	897
981	898
982	899
983	900
984	901
985	902
986	903
987	904
988	905
989	906
990	907
991	908
992	909
994	910
995	911
996	912
997	913
998	914
999	915
1000	916
1001	917
1002	918
1003	919
1004	920
1005	921
1006	922
1007	923
1008	924
1009	925
1010	926
1011	927
1012	928
1013	929
1014	930
1015	931
1016	932
1017	933
1018	934
1019	935
1020	936
1021	937
1022	938
1023	939
1024	940
1025	941
1026	942
1027	943
1028	944
1029	945
1030	946
1031	947
1032	948
1033	949
1034	950
1035	951
1036	952
1037	953
1038	954
1039	955
1040	956
1041	957
1042	958
1043	959
1044	960
1045	961
1046	962
1047	963
1048	964
1049	965
1051	966
1052	967
1053	968
1054	969
1055	970
1056	971
1057	972
1058	973
1059	974
1060	975
1061	976
1062	977
1063	978
1064	979
1065	980
1066	981
1067	982
1068	983
1069	984
1071	985
1072	986
1073	987
1074	988
1075	989
1076	990
1077	991
1078	992
1080	993
1081	994
1082	995
1083	996
1084	997
1085	998
1086	999
1087	1000
1088	1001
1089	1002
1090	1003
1091	1004
1092	1005
1093	1006
1094	1007
1095	1008
1096	1009
1097	1010
1098	1011
1099	1012
1100	1013
1101	1014
1102	1015
1104	1016
1105	1017
1106	1018
1107	1019
1108	1020
1109	1021
1110	1022
1111	1023
1112	1024
1114	1025
1115	1026
1116	1027
1117	1028
